 db  | insee |   id    |    cea     |                         name                          | l5_insee | delta 
-----+-------+---------+------------+-------------------------------------------------------+----------+-------
 RAN | 33001 |  580295 | 330012222G | LIEU DIT LAUBARDEMONT                                 | 33001    | -
 RAN | 33001 |  580296 | 330012222H | LIEU DIT LE BREUILLET                                 | 33001    | -
 RAN | 33001 |  580333 | 330012223S | CITE CLAIRS LOGIS                                     | 33001    | -
 RAN | 33001 | 3431634 | 330012224N | LOTISSEMENT CHAMPS DES ARNAUDS                        | 33001    | -
 RAN | 33001 | 4173242 | 33001223GG | CHEMIN DES TREILLES                                   | 33001    | -
 RAN | 33001 | 4190442 | 33001223HR | LIEU DIT CHOISY                                       | 33001    | -
 RAN | 33001 | 4190444 | 33001223HT | LIEU DIT LA GARE                                      | 33001    | -
 RAN | 33001 | 4240316 | 33001223IU | CHEMIN DES MULETS                                     | 33001    | -
 RAN | 33001 | 4246989 | 33001223IY | IMPASSE DES FELLONNEAUX                               | 33001    | -
 RAN | 33001 | 4246996 | 33001223L2 | LE BREUILLET OUEST                                    | 33001    | -
 RAN | 33001 | 4375262 | 33001223NZ | RUE DES TERRES JAUNES                                 | 33001    | -
 RAN | 33001 | 4375289 | 33001223P2 | RUE DES HILLAIRES                                     | 33001    | -
 RAN | 33001 | 4377526 | 33001223P3 | RUE DE LA CROIX DES HILLAIRES                         | 33001    | -
 RAN | 33001 | 4381227 | 33001223RC | LIEU DIT LE PRE DE PIRON                              | 33001    | -
 RAN | 33001 | 4381228 | 33001223RE | LIEU DIT BAS DU PETIT PIRON                           | 33001    | -
 RAN | 33001 | 4424190 | 33001223U2 | LIEU DIT LES SAUZES                                   | 33001    | -
 RAN | 33002 |  580357 | 3300222229 | BOIS MAJOU                                            | 33002    | -
 RAN | 33002 |  580359 | 330022222B | CHAMP DES MACONS                                      | 33002    | -
 RAN | 33002 |  580398 | 330022223U | LIEU DIT CERE                                         | 33002    | -
 RAN | 33002 |  580399 | 330022223V | CHALET                                                | 33002    | -
 RAN | 33002 |  580402 | 330022223Z | CHATEAU DE VERDUZAN                                   | 33002    | -
 RAN | 33002 |  580409 | 330022224A | LIEU DIT DENIS                                        | 33002    | -
 RAN | 33002 |  580426 | 330022224Y | LIEU DIT LE BARRAIL                                   | 33002    | -
 RAN | 33002 |  580441 | 330022226L | LIEU DIT MARCIS                                       | 33002    | -
 RAN | 33002 |  580450 | 330022226X | LIEU DIT PITRON                                       | 33002    | -
 RAN | 33002 |  580452 | 330022226Z | LIEU DIT PURGUETTE                                    | 33002    | -
 RAN | 33002 |  580472 | 330022227S | LIEU DIT LES MACONS                                   | 33002    | -
 RAN | 33002 | 2843040 | 3300222299 | LA LEBE                                               | 33002    | -
 RAN | 33002 | 2843178 | 330022229A | LA ROSERAIE                                           | 33002    | -
 RAN | 33002 | 2843612 | 330022229B | LE MOULIN                                             | 33002    | -
 RAN | 33002 | 2847921 | 330022229E | RESIDENCE LOUIS ROUSSEAU                              | 33002    | -
 RAN | 33002 | 2911341 | 330022229G | LIEU DIT LA GRANGEOTTE                                | 33002    | -
 RAN | 33002 | 4335447 | 33002222XM | HAMEAU DE LA BASSANNE                                 | 33002    | -
 RAN | 33002 | 4343015 | 33002222Y9 | LIEU DIT LANOT                                        | 33002    | -
 RAN | 33002 | 4343016 | 33002222YA | LIEU DIT ROUX                                         | 33002    | -
 RAN | 33002 | 4385041 | 33002222Z6 | AVENUE DE BOUHEBEN                                    | 33002    | -
 RAN | 33002 | 4472330 | 3300222322 | ZONE ARTISANALE BOIS MAJOU SUD                        | 33002    | -
 RAN | 33003 |  580497 | 330032222H | RUE JEAN MOULIN                                       | 33003    | -
 RAN | 33003 |  580502 | 330032222N | CHATEAU DU GUA                                        | 33003    | -
 RAN | 33003 |  580522 | 330032223B | CHEMIN PICON                                          | 33003    | -
 RAN | 33003 |  580527 | 330032223H | CLOS DES BLANDATS                                     | 33003    | -
 RAN | 33003 |  580528 | 330032223I | CLOS CHAUVET                                          | 33003    | -
 RAN | 33003 |  580530 | 330032223M | RUE DU DOMAINE D HOSTEIN                              | 33003    | -
 RAN | 33003 |  580538 | 330032223V | IMPASSE PAGE                                          | 33003    | -
 RAN | 33003 |  580547 | 3300322242 | LIEU DIT CHAUVET                                      | 33003    | -
 RAN | 33003 |  580562 | 330032224E | RUE DES GOBOLES                                       | 33003    | -
 RAN | 33003 |  580563 | 330032224G | LIEU DIT LES JAUGUES                                  | 33003    | -
 RAN | 33003 |  580566 | 330032224L | LIEU DIT TERRASSON                                    | 33003    | -
 RAN | 33003 |  580575 | 330032224V | PLACE DE LA LIBERATION                                | 33003    | -
 RAN | 33003 |  580611 | 3300322277 | RUE DES HERONS                                        | 33003    | -
 RAN | 33003 |  580628 | 330032227U | LOTISSEMENT JARDIN DU PRIEURE                         | 33003    | -
 RAN | 33003 |  580657 | 330032229Y | RUE DU TARREY                                         | 33003    | -
 RAN | 33003 |  580662 | 33003222A6 | RESIDENCE LES ERABLES                                 | 33003    | -
 RAN | 33003 |  580664 | 33003222A9 | LIEU DIT L OEIL DU PAS                                | 33003    | -
 RAN | 33003 |  580667 | 33003222AB | LIEU DIT LES ARCADES                                  | 33003    | -
 RAN | 33003 | 2856404 | 33003222BA | CLOS DES CHANTERELLES                                 | 33003    | -
 RAN | 33003 | 2864726 | 33003222BE | RUE DE L AVENIR                                       | 33003    | -
 RAN | 33003 | 3968980 | 3300322BGA | RUE PIERRE DE RONSARD                                 | 33003    | -
 RAN | 33003 | 4172506 | 3300322C9A | LIEU DIT PLANCAT                                      | 33003    | -
 RAN | 33003 | 4199608 | 3300322CG3 | IMPASSE DU MARECHAL FOCH                              | 33003    | -
 RAN | 33003 | 4222904 | 3300322CHE | IMPASSE DE LA LIBERATION                              | 33003    | -
 RAN | 33003 | 4229020 | 3300322CHZ | RUE DES CIGOGNES                                      | 33003    | -
 RAN | 33003 | 4276291 | 3300322CLG | RUE PIERRE MONIMEAU                                   | 33003    | -
 RAN | 33003 | 4315002 | 3300322E3Z | CHEMIN DU COUDE                                       | 33003    | -
 RAN | 33003 | 4321892 | 3300322E4E | RUE D ORION                                           | 33003    | -
 RAN | 33003 | 4333382 | 3300322EE4 | RUE CHANTE ALOUETTE                                   | 33003    | -
 RAN | 33003 | 4343989 | 3300322EE7 | RUE LOUIS BRAILLE                                     | 33003    | -
 RAN | 33003 | 4359401 | 3300322EEG | RUE MAX LINDER                                        | 33003    | -
 RAN | 33003 | 4359402 | 3300322EEH | RUE GUSTAVE EIFFEL                                    | 33003    | -
 RAN | 33003 | 4359403 | 3300322EEI | RUE LOUIS JOUVET                                      | 33003    | -
 RAN | 33003 | 4359404 | 3300322EEL | RUE ROGER SALENGRO                                    | 33003    | -
 RAN | 33003 | 4359405 | 3300322EEM | RUE MARCEL PALACIN                                    | 33003    | -
 RAN | 33003 | 4359406 | 3300322EEN | RUE LAZARRE PONTICELLI                                | 33003    | -
 RAN | 33003 | 4359407 | 3300322EEP | RUE LEO GUILLAUME                                     | 33003    | -
 RAN | 33003 | 4376865 | 3300322EM6 | RUE DU CHENE VERT PROLONGEE                           | 33003    | -
 RAN | 33003 | 4381360 | 3300322ERE | RUE DES CHANTERELLES                                  | 33003    | -
 RAN | 33003 | 4381675 | 3300322ERA | RUE ROGER COUDERC                                     | 33003    | -
 RAN | 33003 | 4381677 | 3300322ERC | RUE SIMONE SIGNORET                                   | 33003    | -
 RAN | 33003 | 4382756 | 3300322ESE | RUE JACQUELINE AURIOL                                 | 33003    | -
 RAN | 33003 | 4382757 | 3300322ESG | RUE ALBERT CAMUS                                      | 33003    | -
 RAN | 33003 | 4388336 | 3300322EV2 | RUE MARGUERITE DURAS                                  | 33003    | -
 RAN | 33003 | 4388337 | 3300322EV3 | RUE PIERRE BEREGOVOY                                  | 33003    | -
 RAN | 33003 | 4388338 | 3300322EV4 | RUE NELSON MANDELA                                    | 33003    | -
 RAN | 33003 | 4388339 | 3300322EV6 | RUE DJANGO REINHARDT                                  | 33003    | -
 RAN | 33003 | 4388340 | 3300322EV7 | RUE BORIS VIAN                                        | 33003    | -
 RAN | 33003 | 4388341 | 3300322EV9 | RUE COLUCHE                                           | 33003    | -
 RAN | 33003 | 4388369 | 3300322EVA | RUE LOUIS MASSINA                                     | 33003    | -
 RAN | 33003 | 4484299 | 3300322GSC | ALLEE JACQUES DE PONTAC                               | 33003    | -
 RAN | 33003 | 4496893 | 3300322GU7 | LOTISSEMENT LE MOULIN DU GUA                          | 33003    | -
 RAN | 33003 | 4508398 | 3300322GYA | RUE PAUL RAMADIER                                     | 33003    | -
 RAN | 33003 | 4515773 | 3300322GYY | RUE DES VERGERS                                       | 33003    | -
 RAN | 33003 | 4515896 | 3300322GYZ | RUE DES MURIERS                                       | 33003    | -
 RAN | 33003 | 4515897 | 3300322GZ2 | RUE DE L AUBEPINE                                     | 33003    | -
 RAN | 33003 | 4538646 | 3300322HA6 | IMPASSE DES OLIVIERS                                  | 33003    | -
 RAN | 33003 | 4538683 | 3300322HA7 | RUE PIERRE ALBALADEJO                                 | 33003    | -
 RAN | 33004 |  580693 | 3300422226 | CHATEAU SAINTE BARBE                                  | 33004    | -
 RAN | 33004 |  580695 | 3300422227 | GARE DE LA CHAPELLE                                   | 33004    | -
 RAN | 33004 |  580699 | 330042222B | LIEU DIT LE CAMUS                                     | 33004    | -
 RAN | 33004 |  580704 | 330042222I | LIEU DIT LA DONNE                                     | 33004    | -
 RAN | 33004 |  580708 | 330042222M | LIEU DIT LA SOUBRANTE                                 | 33004    | -
 RAN | 33004 |  580712 | 330042222R | LIEU DIT LE MARQUIS                                   | 33004    | -
 RAN | 33004 |  580713 | 330042222S | CHEMIN D IZARDS                                       | 33004    | -
 RAN | 33004 |  580715 | 330042222U | LIEU DIT MOUTCHIC                                     | 33004    | -
 RAN | 33004 |  580717 | 330042222X | LIEU DIT TILLEDE                                      | 33004    | -
 RAN | 33004 |  580719 | 330042222Z | VILLA 7                                               | 33004    | -
 RAN | 33004 |  580721 | 3300422233 | PORT AUTONOME                                         | 33004    | -
 RAN | 33004 |  580755 | 330042224B | RUE MARCONI                                           | 33004    | -
 RAN | 33004 |  580775 | 3300422262 | RUE PIERRE BEREGOVOY                                  | 33004    | -
 RAN | 33004 | 2666973 | 3300422269 | RUE DES FRERES DEVES                                  | 33004    | -
 RAN | 33004 | 3486172 | 330042226E | ALLEE DES FRESNES                                     | 33004    | -
 RAN | 33004 | 4174708 | 33004223SN | RUE DE LA DEPORTATION                                 | 33004    | -
 RAN | 33004 | 4174709 | 33004223SP | RUE DENISE BOUCHON                                    | 33004    | -
 RAN | 33004 | 4174734 | 33004223T2 | LIEU DIT LES CHARMILLES                               | 33004    | -
 RAN | 33004 | 4343919 | 330042243N | PLACE ESCARRAGUEL                                     | 33004    | -
 RAN | 33004 | 4410373 | 3300422447 | AVENUE DU 10 MAI 1981                                 | 33004    | -
 RAN | 33004 | 4422679 | 330042246A | ROUTE DU BEC                                          | 33004    | -
 RAN | 33005 |  580981 | 33005222BS | IMPASSE DES MARINS                                    | 33005    | -
 RAN | 33005 |  580999 | 33005222CC | PLACE DU 8 MAI 1945                                   | 33005    | -
 RAN | 33005 |  581005 | 33005222CM | PLACE WINSTON CHURCHILL                               | 33005    | -
 RAN | 33005 |  581008 | 33005222CP | PROMENADE DU PORT DE PLAISANCE                        | 33005    | -
 RAN | 33005 |  581084 | 33005222HI | PLACE DU COMMANDANT TULASNE                           | 33005    | -
 RAN | 33005 |  581133 | 33005222LH | IMPASSE DU TENNIS                                     | 33005    | -
 RAN | 33005 |  581160 | 33005222ME | IMPASSE DE COMTE                                      | 33005    | -
 RAN | 33005 |  581161 | 33005222MG | IMPASSE DU 11 NOVEMBRE                                | 33005    | -
 RAN | 33005 | 1911754 | 33005222NN | ALLEE DANIEL BALAVOINE                                | 33005    | -
 RAN | 33005 | 2221467 | 33005222NX | SENTIER DES PARISIENS                                 | 33005    | -
 RAN | 33005 | 2222213 | 33005222NZ | SENTIER MICHEL LECOURT                                | 33005    | -
 RAN | 33005 | 2222215 | 33005222P3 | PLACE DE SEGORBE                                      | 33005    | -
 RAN | 33005 | 3950278 | 3300522I23 | RUE DES STERNES                                       | 33005    | -
 RAN | 33005 | 3957393 | 3300522I2B | ALLEE DU COMMANDANT RENE MOUCHOTTE                    | 33005    | -
 RAN | 33005 | 3959759 | 3300522I7G | ALLEE DE L HIVER                                      | 33005    | -
 RAN | 33005 | 3964859 | 3300522I7N | PASSAGE DU PARC                                       | 33005    | -
 RAN | 33005 | 4055165 | 3300522I7P | RUE DE LA SAUSSOUZE                                   | 33005    | -
 RAN | 33005 | 4212995 | 3300522LN9 | RUE COLETTE BESSON                                    | 33005    | -
 RAN | 33005 | 4212996 | 3300522LNA | ALLEE THIERRY SABINE                                  | 33005    | -
 RAN | 33005 | 4212998 | 3300522LNB | ALLEE GEORGES CARPENTIER                              | 33005    | -
 RAN | 33005 | 4212999 | 3300522LNC | RUE JACQUES ANQUETIL                                  | 33005    | -
 RAN | 33005 | 4213000 | 3300522LNE | RUE RENE LACOSTE                                      | 33005    | -
 RAN | 33005 | 4231234 | 3300522LPB | RUE DU COMMANDANT CAROLINE AIGLE                      | 33005    | -
 RAN | 33005 | 4254550 | 3300522LVH | RUE PANHARD LEVASSOR                                  | 33005    | -
 RAN | 33005 | 4254551 | 3300522LVI | RUE JOSEPH CUGNOT                                     | 33005    | -
 RAN | 33005 | 4275058 | 3300522M2C | ALLEE DES CEDRES                                      | 33005    | -
 RAN | 33005 | 4331916 | 3300522STM | QUAI JEAN BONNAT                                      | 33005    | -
 RAN | 33005 | 4331917 | 3300522STN | QUAI RAYMOND MADERES                                  | 33005    | -
 RAN | 33005 | 4331918 | 3300522STP | QUAI PIERRE ANGLADE                                   | 33005    | -
 RAN | 33005 | 4331919 | 3300522STR | CHEMIN RENE BONAT                                     | 33005    | -
 RAN | 33005 | 4331920 | 3300522STS | PLACE JEAN OULY SCHMULEWITSCH                         | 33005    | -
 RAN | 33005 | 4331921 | 3300522STT | ALLEE MADDY PIERROZY                                  | 33005    | -
 RAN | 33005 | 4331923 | 3300522STU | RUE XAVIER LALANDE                                    | 33005    | -
 RAN | 33005 | 4393337 | 3300522SY3 | RUE DE LA GARE                                        | 33005    | -
 RAN | 33005 | 4393339 | 3300522SY4 | AVENUE DU PARC MUNICIPAL                              | 33005    | -
 RAN | 33005 | 4417517 | 3300522SZ6 | IMPASSE DU PITEY                                      | 33005    | -
 RAN | 33005 | 4417518 | 3300522SZ7 | IMPASSE DES PICS VERTS                                | 33005    | -
 RAN | 33005 | 4492851 | 3300522TA2 | IMPASSE DES FRERES FARMAN                             | 33005    | -
 RAN | 33005 | 4513895 | 3300522TBX | IMPASSE LAURENT FIGNON                                | 33005    | -
 RAN | 33005 | 4520218 | 3300522TC4 | RUE JEAN BOITEUX                                      | 33005    | -
 RAN | 33005 | 4535157 | 3300522TCN | RUE GEORGES WOLINSKI                                  | 33005    | -
 RAN | 33006 |  581206 | 330062222M | LIEU DIT QUEZEAU                                      | 33006    | -
 RAN | 33006 |  581233 | 330062223P | MOULIN DE PAPIN                                       | 33006    | -
 RAN | 33006 | 4275086 | 33006222SC | ROUTE DES LAMBERTS                                    | 33006    | -
 RAN | 33006 | 4275090 | 33006222SE | PASSAGE DU FOUR A PAIN                                | 33006    | -
 RAN | 33006 | 4275092 | 33006222SG | PASSAGE SALINIERE                                     | 33006    | -
 RAN | 33006 | 4275095 | 33006222SH | RUE SALINIERE                                         | 33006    | -
 RAN | 33006 | 4275096 | 33006222SI | PLACE DES PLATANES                                    | 33006    | -
 RAN | 33006 | 4275098 | 33006222SL | PLACE SAINT MARTIN                                    | 33006    | -
 RAN | 33006 | 4275099 | 33006222SM | ROUTE DE L ESTUAIRE                                   | 33006    | -
 RAN | 33006 | 4275105 | 33006222SP | RUE DU CHENE BESSON                                   | 33006    | -
 RAN | 33006 | 4275106 | 33006222SR | RUE DES TAILLEURS                                     | 33006    | -
 RAN | 33006 | 4275110 | 33006222SS | ROUTE DE COLARDEAU                                    | 33006    | -
 RAN | 33006 | 4275111 | 33006222ST | ROUTE DES COTEAUX                                     | 33006    | -
 RAN | 33006 | 4311332 | 33006222TU | LIEU DIT BOURGADES                                    | 33006    | -
 RAN | 33006 | 4311333 | 33006222TV | CLOS DE LA MADELEINE                                  | 33006    | -
 RAN | 33006 | 4311592 | 33006222TX | LIEU DIT MURAILLES DE PALLARD                         | 33006    | -
 RAN | 33006 | 4464721 | 330062234V | LIEU DIT PRAIRIES DE PALLARD                          | 33006    | -
 RAN | 33007 |  581245 | 330072222B | ROUTE DE CHOLLET                                      | 33007    | -
 RAN | 33007 |  581261 | 330072222Y | PLACE DE CARROS                                       | 33007    | -
 RAN | 33007 | 4376102 | 33007222XC | LOTISSEMENT DOMAINE DES ROSES                         | 33007    | -
 RAN | 33008 |  581286 | 330082222C | LE BOURG                                              | 33008    | -
 RAN | 33008 |  581288 | 330082222G | LE CHALET                                             | 33008    | -
 RAN | 33008 |  581301 | 330082222Y | LIEU DIT DOMINGUE                                     | 33008    | -
 RAN | 33008 |  581310 | 330082223B | LIEU DIT LE GRAND MOULIN                              | 33008    | -
 RAN | 33008 |  581319 | 330082223P | PETIT MOULIN                                          | 33008    | -
 RAN | 33008 |  581320 | 330082223R | PIN FRANC                                             | 33008    | -
 RAN | 33008 | 4166108 | 33008222CH | LIEU DIT BOURIOT                                      | 33008    | -
 RAN | 33009 |  581383 | 330092224G | ALLEE EMILE HENRIOT                                   | 33009    | -
 RAN | 33009 |  581452 | 3300922296 | AVENUE DES COURLIS                                    | 33009    | -
 RAN | 33009 |  581543 | 33009222CL | PLACE JEAN DOCHE                                      | 33009    | -
 RAN | 33009 |  581545 | 33009222CN | PLACE JEAN MOULIN                                     | 33009    | -
 RAN | 33009 |  581546 | 33009222CP | PLACE DU DOCTEUR LLAGUET                              | 33009    | -
 RAN | 33009 |  581554 | 33009222CZ | ROUTE DE BORDEAUX                                     | 33009    | -
 RAN | 33009 |  581573 | 33009222ES | RUE DE LA GATINERIE                                   | 33009    | -
 RAN | 33009 |  581603 | 33009222GX | RUE GRENIER                                           | 33009    | -
 RAN | 33009 |  581658 | 33009222IX | CENTRE COMMERCIAL ARCACHON MARINES                    | 33009    | -
 RAN | 33009 |  581665 | 33009222L4 | PASSAGE DE L OBSERVATOIRE                             | 33009    | -
 RAN | 33009 |  581670 | 33009222LB | PLACE THIERS                                          | 33009    | -
 RAN | 33009 |  581671 | 33009222LC | QUAI DE GOSLAR                                        | 33009    | -
 RAN | 33009 |  581678 | 33009222LN | PLACE EGLISE NOTRE DAME                               | 33009    | -
 RAN | 33009 | 4180091 | 3300922IAV | ALLEE DU DOCTEUR GEORGES WOLFF                        | 33009    | -
 RAN | 33009 | 4353362 | 3300922MIT | VOIE NOUVELLE 3                                       | 33009    | -
 RAN | 33009 | 4369214 | 3300922MML | PLACE NOUVELLE 2                                      | 33009    | -
 RAN | 33009 | 4384755 | 3300922MPL | RUE RAYMOND LACAU                                     | 33009    | -
 RAN | 33009 | 4428337 | 3300922MTB | RUE RHIN ET DANUBE                                    | 33009    | -
 RAN | 33009 | 4428382 | 3300922MTC | RUE JEAN DESIRE CAZOBON                               | 33009    | -
 RAN | 33009 | 4429704 | 3300922MTI | PLACE ROGER EXPERT                                    | 33009    | -
 RAN | 33009 | 4465478 | 3300922MX7 | QUAI JEAN DUBOURG                                     | 33009    | -
 RAN | 33009 | 4521768 | 3300922MXS | PLACE VALLEAU                                         | 33009    | -
 RAN | 33010 | 3458330 | 330102222U | CHEMIN DU CALVAIRE                                    | 33010    | -
 RAN | 33010 | 4397923 | 33010222IY | CHEMIN DE LA PROCESSION                               | 33010    | -
 RAN | 33010 | 4516018 | 33010222MB | ROUTE DE LAMARQUE                                     | 33010    | -
 RAN | 33010 | 4536189 | 33010222MC | CHEMIN DE LA GABANNE                                  | 33010    | -
 RAN | 33011 | 3329444 | 3301122229 | ESPLANADE GEORGES DARTIGUELONGUE                      | 33011    | -
 RAN | 33011 | 3381038 | 330112222C | PLACE DU 8 MAI                                        | 33011    | -
 RAN | 33011 | 3789586 | 33011222AP | ALLEE CAMILLE SAINT SAENS                             | 33011    | -
 RAN | 33011 | 3789698 | 33011222C7 | ROUTE DU TEMPLE                                       | 33011    | -
 RAN | 33011 | 3789782 | 33011222G2 | LIEU DIT LA SAUSSOUZE                                 | 33011    | -
 RAN | 33011 | 3808713 | 3301122937 | LOTISSEMENT TOULOUSE LAUTREC I                        | 33011    | -
 RAN | 33011 | 4060353 | 33011229GS | PLACE DES COMBATTANTS                                 | 33011    | -
 RAN | 33011 | 4060367 | 33011229GX | PLACE JEAN MOULIN                                     | 33011    | -
 RAN | 33011 | 4060571 | 33011229I3 | RUE DES AJONCS                                        | 33011    | -
 RAN | 33011 | 4139862 | 33011229VE | RUE DES PORTES DU BOURG                               | 33011    | -
 RAN | 33011 | 4145532 | 33011229VP | IMPASSE DES BIDAOUS                                   | 33011    | -
 RAN | 33011 | 4145533 | 33011229VR | IMPASSE DES MORILLES                                  | 33011    | -
 RAN | 33011 | 4145534 | 33011229VS | RUE DES CEPES                                         | 33011    | -
 RAN | 33011 | 4180100 | 33011229YE | ALLEE DU DOMAINE DES LUGEES                           | 33011    | -
 RAN | 33011 | 4180101 | 33011229YG | RUE DE LA MATTE                                       | 33011    | -
 RAN | 33011 | 4180102 | 33011229YH | RUE DE LA REOUSSE                                     | 33011    | -
 RAN | 33011 | 4180103 | 33011229YI | RUE DE GARDET                                         | 33011    | -
 RAN | 33011 | 4180104 | 33011229YL | IMPASSE DES GRAOUERES                                 | 33011    | -
 RAN | 33011 | 4180105 | 33011229YM | IMPASSE DE BERGEY                                     | 33011    | -
 RAN | 33011 | 4180106 | 33011229YN | IMPASSE DE L ILE                                      | 33011    | -
 RAN | 33011 | 4180107 | 33011229YP | IMPASSE MAPOUCHET                                     | 33011    | -
 RAN | 33011 | 4180108 | 33011229YR | IMPASSE TOULINGUET                                    | 33011    | -
 RAN | 33011 | 4180110 | 33011229YT | IMPASSE DU CANELON                                    | 33011    | -
 RAN | 33011 | 4180111 | 33011229YU | IMPASSE DE MOUTCHALETTE                               | 33011    | -
 RAN | 33011 | 4180112 | 33011229YV | ROND POINT DES ESTEYS                                 | 33011    | -
 RAN | 33011 | 4180114 | 33011229YX | IMPASSE DES COULEMELLES                               | 33011    | -
 RAN | 33011 | 4195854 | 33011229ZS | IMPASSE DU GRAND BANC                                 | 33011    | -
 RAN | 33011 | 4383210 | 3301122EY3 | IMPASSE DE LA REOUSSE                                 | 33011    | -
 RAN | 33011 | 4383211 | 3301122EY4 | RUE DE L ILE                                          | 33011    | -
 RAN | 33011 | 4383212 | 3301122EY6 | IMPASSE DU TEYCHAN                                    | 33011    | -
 RAN | 33011 | 4383213 | 3301122EY7 | RUE DE PASSANT                                        | 33011    | -
 RAN | 33011 | 4386094 | 3301122EYM | RUE DU CAPITAINE ALLEGRE                              | 33011    | -
 RAN | 33011 | 4465326 | 3301122G93 | IMPASSE HELENE BOUCHER                                | 33011    | -
 RAN | 33011 | 4466965 | 3301122G94 | IMPASSE FRANCOIS COLI                                 | 33011    | -
 RAN | 33011 | 4466966 | 3301122G96 | IMPASSE CHARLES NUNGESSER                             | 33011    | -
 RAN | 33011 | 4466967 | 3301122G97 | IMPASSE MARIE MARVINGT                                | 33011    | -
 RAN | 33011 | 4466968 | 3301122G99 | RUE JACQUELINE AURIOL                                 | 33011    | -
 RAN | 33011 | 4466969 | 3301122G9A | IMPASSE GEORGES GUYNEMER                              | 33011    | -
 RAN | 33011 | 4466970 | 3301122G9B | IMPASSE CHARLES LINDBERGH                             | 33011    | -
 RAN | 33011 | 4507577 | 3301122GEL | ALLEE DES ROSIERS                                     | 33011    | -
 RAN | 33012 | 2854650 | 330122222N | AVENUE DE L ESCLAUSE                                  | 33012    | -
 RAN | 33012 | 2855110 | 330122222U | CHATEAU DU TERTRE                                     | 33012    | -
 RAN | 33012 | 2856787 | 330122222Z | GRANDE PASSE                                          | 33012    | -
 RAN | 33012 | 3105628 | 3301222249 | CHATEAU D ARSAC                                       | 33012    | -
 RAN | 33012 | 3109608 | 330122224V | RUE DE PILLOT                                         | 33012    | -
 RAN | 33012 | 4182532 | 33012224BZ | IMPASSE DE LIGONDRAS                                  | 33012    | -
 RAN | 33012 | 4187872 | 33012224C2 | IMPASSE DE LA LAURINA                                 | 33012    | -
 RAN | 33012 | 4199833 | 33012224CH | ALLEE DE LA FEE MELUSINE                              | 33012    | -
 RAN | 33012 | 4199839 | 33012224CI | ALLEE DE LANCELOT                                     | 33012    | -
 RAN | 33012 | 4199841 | 33012224CL | ALLEE DU ROI ARTHUS                                   | 33012    | -
 RAN | 33012 | 4278110 | 33012224LV | IMPASSE DE LA LAGUNE                                  | 33012    | -
 RAN | 33012 | 4398721 | 33012224TZ | PASSE DE TOURNEPIC                                    | 33012    | -
 RAN | 33012 | 4496997 | 3301222634 | ALLEE DE LA CHENAIE                                   | 33012    | -
 RAN | 33013 |  581906 | 330132223T | AVENUE DE TEYCHENEY                                   | 33013    | -
 RAN | 33013 |  581920 | 3301322247 | ROUTE NATIONALE 89                                    | 33013    | -
 RAN | 33013 |  581976 | 330132227G | RUE DES NOYERS                                        | 33013    | -
 RAN | 33013 |  582002 | 330132229H | ALLEE BETAILHE                                        | 33013    | -
 RAN | 33013 | 2721765 | 330132229Y | ALLEE D AUVERGNE                                      | 33013    | -
 RAN | 33013 | 2721780 | 330132229Z | ALLEE DE CASTILLON                                    | 33013    | -
 RAN | 33013 | 2741127 | 33013222A9 | RUE PASTEUR                                           | 33013    | -
 RAN | 33013 | 2966431 | 33013222AC | PARC D ACTIVITE DE FONTAUDIN                          | 33013    | -
 RAN | 33013 | 2999605 | 33013222AE | RUE DU ROSSIGNOLET                                    | 33013    | -
 RAN | 33013 | 3953494 | 33013226UR | RUE ROSALIND FRANCKLIN                                | 33013    | -
 RAN | 33013 | 4221958 | 33013227E4 | RUE PIERRE CLOSTERMANN                                | 33013    | -
 RAN | 33013 | 4280718 | 33013227H3 | RUE JEAN BAPTISTE CHARCOT                             | 33013    | -
 RAN | 33013 | 4280719 | 33013227H4 | RUE AIME CESAIRE                                      | 33013    | -
 RAN | 33013 | 4285926 | 33013227HR | RUE SONIA DELAUNEY                                    | 33013    | -
 RAN | 33013 | 4317385 | 33013227T9 | RUE ANDY WARHOL                                       | 33013    | -
 RAN | 33013 | 4402947 | 33013229CP | ALLEE LOUISE BOURGEOIS                                | 33013    | -
 RAN | 33013 | 4402948 | 33013229CR | RUE LOUISE MICHEL                                     | 33013    | -
 RAN | 33013 | 4403258 | 33013229CS | ALLEE THEODORE MONOD                                  | 33013    | -
 RAN | 33013 | 4403259 | 33013229CT | ALLEE LEO LAGRANGE                                    | 33013    | -
 RAN | 33013 | 4403260 | 33013229CU | RUE MAURICE BEJART                                    | 33013    | -
 RAN | 33013 | 4403261 | 33013229CV | RUE PINA BAUSCH                                       | 33013    | -
 RAN | 33013 | 4403262 | 33013229CX | ALLEE JULIE VICTOIRE DAUBIE                           | 33013    | -
 RAN | 33013 | 4403295 | 33013229CY | RUE ROLAND PETIT                                      | 33013    | -
 RAN | 33013 | 4437191 | 33013229I7 | RUE VACLAV HAVEL                                      | 33013    | -
 RAN | 33014 | 4181789 | 33014222RV | PLACE MAURICE DRUON                                   | 33014    | -
 RAN | 33014 | 4324269 | 33014222UA | RUE ALBERT LACROIX                                    | 33014    | -
 RAN | 33014 | 4384189 | 33014222VI | RUE DU MOULIN                                         | 33014    | -
 RAN | 33014 | 4384190 | 33014222VL | CHEMIN DE GAILLARD                                    | 33014    | -
