 db  | insee |   id    |    cea     |                         name                          | l5_insee | delta 
 RAN | 33030 |  582889 | 330302223V | DOUCET                                                | 33030    | -
 RAN | 33030 |  582895 | 3303022244 | HALLET NORD                                           | 33030    | -
 RAN | 33030 |  582905 | 330302224I | LE TUCAU                                              | 33030    | -
 RAN | 33030 |  582909 | 330302224P | MATHALIN                                              | 33030    | -
 RAN | 33030 |  582914 | 330302224U | MIAILHE                                               | 33030    | -
 RAN | 33030 |  582924 | 3303022269 | LOTISSEMENT DE MIAILHE                                | 33030    | -
 RAN | 33030 | 3818013 | 33030223XV | COUTET NORD                                           | 33030    | -
 RAN | 33030 | 3818153 | 33030223XY | CHATEAU PERNAUD                                       | 33030    | -
 RAN | 33030 | 4184763 | 330302242S | CHEMIN DE LA GRAVETTE                                 | 33030    | -
 RAN | 33030 | 4265116 | 330302246H | CHEMIN DE SARRAUTE                                    | 33030    | -
 RAN | 33030 | 4265117 | 330302246I | DOMAINE D ALICE 1                                     | 33030    | -
 RAN | 33030 | 4265119 | 330302246L | DOMAINE D ALICE 2                                     | 33030    | -
 RAN | 33030 | 4265122 | 330302246M | GRAND CARRETEY                                        | 33030    | -
 RAN | 33030 | 4265124 | 330302246N | IMPASSE DE CASTELNAU                                  | 33030    | -
 RAN | 33030 | 4307847 | 33030224AP | LOTISSEMENT LE CLOS DES FLORES                        | 33030    | -
 RAN | 33030 | 4319036 | 33030224AS | RUE ALICE ET PAUL LAPERGE                             | 33030    | -
 RAN | 33030 | 4343290 | 33030224E7 | LE CLOSIOT                                            | 33030    | -
 RAN | 33030 | 4343544 | 33030224E9 | LIEU DIT AU SON DU COR                                | 33030    | -
 RAN | 33031 |  582950 | 3303122226 | LE BOURG                                              | 33031    | -
 RAN | 33031 |  582951 | 3303122227 | LIEU DIT AURIOL                                       | 33031    | -
 RAN | 33032 |  582988 | 3303222232 | CLOS PREVERT                                          | 33032    | -
 RAN | 33032 |  583073 | 330322227A | RUE EDOUARD MICHELIN                                  | 33032    | -
 RAN | 33032 |  583083 | 330322227P | RUE SAINT YZARD                                       | 33032    | -
 RAN | 33032 | 2733644 | 330322229S | PLACE DE LA COMMUNE DE PARIS                          | 33032    | -
 RAN | 33032 | 2740672 | 330322229U | RUE HENRI DUNANT                                      | 33032    | -
 RAN | 33032 | 2740880 | 330322229V | RUE LAVOISIER                                         | 33032    | -
 RAN | 33032 | 3484221 | 33032222A6 | SQUARE PAUL BERT                                      | 33032    | -
 RAN | 33032 | 4146516 | 33032227C3 | RUE HENRI BARBUSSE                                    | 33032    | -
 RAN | 33032 | 4203653 | 33032227GU | PLACE ARISTIDE BRIAND                                 | 33032    | -
 RAN | 33032 | 4235930 | 33032227HG | CHEMIN DE LA BARRE                                    | 33032    | -
 RAN | 33032 | 4235931 | 33032227HH | RUE AUGUSTE BOLLEE                                    | 33032    | -
 RAN | 33032 | 4347135 | 33032229GU | ALLEE MEIGNAN                                         | 33032    | -
 RAN | 33032 | 4494796 | 33032229PC | RUE DE VASSINCOURT                                    | 33032    | -
 RAN | 33032 | 4506262 | 33032229R6 | RUE LAFFUE                                            | 33032    | -
 RAN | 33033 |  583116 | 330332222I | ROUTE DE LACAUSSADE                                   | 33033    | -
 RAN | 33033 | 2607918 | 330332224X | ROUTE DE CAMET                                        | 33033    | -
 RAN | 33033 | 4454431 | 33033222SU | CHEMIN DE LA RAMPE                                    | 33033    | -
 RAN | 33033 | 4457552 | 33033222SV | CHEMIN DE PASSADUC                                    | 33033    | -
 RAN | 33033 | 4459842 | 33033222SX | ROUTE DE MOUGNON                                      | 33033    | -
 RAN | 33033 | 4459846 | 33033222SY | IMPASSE DU GRAND PORT                                 | 33033    | -
 RAN | 33033 | 4459848 | 33033222SZ | ROUTE DE LA LANDE                                     | 33033    | -
 RAN | 33033 | 4459849 | 33033222T2 | ALLEE SAUVIGNON                                       | 33033    | -
 RAN | 33033 | 4459850 | 33033222T3 | ROUTE DE BAZANAC                                      | 33033    | -
 RAN | 33033 | 4459851 | 33033222T4 | ALLEE DES COTEAUX                                     | 33033    | -
 RAN | 33033 | 4459852 | 33033222T6 | IMPASSE DU BOURG                                      | 33033    | -
 RAN | 33033 | 4459853 | 33033222T7 | ROUTE DU PUY                                          | 33033    | -
 RAN | 33033 | 4459854 | 33033222T9 | CHEMIN DU COUREAU                                     | 33033    | -
 RAN | 33033 | 4459855 | 33033222TA | ROUTE DE LAROCHE                                      | 33033    | -
 RAN | 33033 | 4459856 | 33033222TB | ROUTE DE BLANCHE                                      | 33033    | -
 RAN | 33033 | 4459857 | 33033222TC | ROUTE DE CONSTANTIN                                   | 33033    | -
 RAN | 33033 | 4459858 | 33033222TE | IMPASSE DES PELERINS                                  | 33033    | -
 RAN | 33033 | 4459859 | 33033222TG | ALLEE DU CHATEAU                                      | 33033    | -
 RAN | 33033 | 4459860 | 33033222TH | ROUTE DE CLINET                                       | 33033    | -
 RAN | 33033 | 4459862 | 33033222TL | ROUTE D ARMAGNAC                                      | 33033    | -
 RAN | 33033 | 4459863 | 33033222TM | IMPASSE PEYMOUTON                                     | 33033    | -
 RAN | 33033 | 4459864 | 33033222TN | ROUTE DE TABANAC                                      | 33033    | -
 RAN | 33033 | 4459866 | 33033222TP | ROUTE DES AUGUSTINS                                   | 33033    | -
 RAN | 33033 | 4459867 | 33033222TR | ROUTE DE CAMBES                                       | 33033    | -
 RAN | 33033 | 4459868 | 33033222TS | ROUTE DE CREON                                        | 33033    | -
 RAN | 33033 | 4459869 | 33033222TT | ALLEE MARTIN                                          | 33033    | -
 RAN | 33033 | 4459870 | 33033222TU | ROUTE DE LYDE                                         | 33033    | -
 RAN | 33033 | 4459871 | 33033222TV | ALLEE CABERNET                                        | 33033    | -
 RAN | 33033 | 4459872 | 33033222TX | ALLEE PUYGUERAUD                                      | 33033    | -
 RAN | 33033 | 4459873 | 33033222TY | ROUTE DE MELIN                                        | 33033    | -
 RAN | 33033 | 4459874 | 33033222TZ | IMPASSE BORDE                                         | 33033    | -
 RAN | 33033 | 4459875 | 33033222U2 | ROUTE DU PORT                                         | 33033    | -
 RAN | 33033 | 4459876 | 33033222U3 | CHEMIN CONSTANTIN                                     | 33033    | -
 RAN | 33033 | 4459877 | 33033222U4 | COTE SAINT JAMES                                      | 33033    | -
 RAN | 33033 | 4459878 | 33033222U6 | IMPASSE PEY DE BOS                                    | 33033    | -
 RAN | 33033 | 4459879 | 33033222U7 | ROUTE DE MALAGAR                                      | 33033    | -
 RAN | 33033 | 4459880 | 33033222U9 | ROUTE DE DOULEY                                       | 33033    | -
 RAN | 33033 | 4459881 | 33033222UA | CHEMIN BELLEVUE                                       | 33033    | -
 RAN | 33033 | 4459882 | 33033222UB | CHEMIN PILLON                                         | 33033    | -
 RAN | 33033 | 4459883 | 33033222UC | CHEMIN DES PALUS                                      | 33033    | -
 RAN | 33033 | 4459884 | 33033222UE | ROUTE DU PETIT PORT                                   | 33033    | -
 RAN | 33033 | 4459885 | 33033222UG | CHEMIN DE LA METAIRIE                                 | 33033    | -
 RAN | 33033 | 4459886 | 33033222UH | RUE DE L EGLISE                                       | 33033    | -
 RAN | 33033 | 4459887 | 33033222UI | ROUTE DE BARBARIN                                     | 33033    | -
 RAN | 33033 | 4459888 | 33033222UL | CHEMIN DE CAILLOT                                     | 33033    | -
 RAN | 33033 | 4459889 | 33033222UM | ROUTE DES PERES                                       | 33033    | -
 RAN | 33033 | 4459890 | 33033222UN | ROUTE DE MONTASTRUC                                   | 33033    | -
 RAN | 33033 | 4459891 | 33033222UP | ROUTE DU CYPRES                                       | 33033    | -
 RAN | 33033 | 4459892 | 33033222UR | IMPASSE DE LA HAYE                                    | 33033    | -
 RAN | 33033 | 4459893 | 33033222US | CHEMIN MALBEC                                         | 33033    | -
 RAN | 33033 | 4459973 | 33033222UT | ROUTE DE SENTOUT                                      | 33033    | -
 RAN | 33033 | 4459974 | 33033222UU | COTE DU BRIDAT                                        | 33033    | -
 RAN | 33033 | 4459975 | 33033222UV | ROUTE DE NENINE                                       | 33033    | -
 RAN | 33033 | 4459976 | 33033222UX | ROUTE DE DESBARRATS                                   | 33033    | -
 RAN | 33033 | 4459978 | 33033222UY | ROUTE DE DUDON                                        | 33033    | -
 RAN | 33033 | 4459979 | 33033222UZ | ROUTE DE CARNET                                       | 33033    | -
 RAN | 33033 | 4459980 | 33033222V2 | ROUTE DES CAROUILLES                                  | 33033    | -
 RAN | 33033 | 4459981 | 33033222V3 | IMPASSE A NORT                                        | 33033    | -
 RAN | 33033 | 4459982 | 33033222V4 | IMPASSE ANGAUT                                        | 33033    | -
 RAN | 33033 | 4460846 | 33033222V7 | RUELLE DES PECHEURS                                   | 33033    | -
 RAN | 33033 | 4469109 | 330332233E | AVENUE DES ETOILES                                    | 33033    | -
 RAN | 33033 | 4489161 | 33033223HB | CHEMIN DU PETIT VERDOT                                | 33033    | -
 RAN | 33033 | 4489166 | 33033223HC | CHEMIN DE MUSCADELLE                                  | 33033    | -
 RAN | 33033 | 4503316 | 33033223HU | ROUTE DE SAINT GENES                                  | 33033    | -
 RAN | 33033 | 4520556 | 33033223I3 | CHEMIN LANDOUAT                                       | 33033    | -
 RAN | 33034 |  583191 | 330342222I | LIEU DIT CROIX ROUGE                                  | 33034    | -
 RAN | 33034 | 4533820 | 33034222IA | BOIS DE BEAUMET                                       | 33034    | -
 RAN | 33035 |  583245 | 3303522224 | CHATEAU TAYAC                                         | 33035    | -
 RAN | 33035 |  583255 | 330352222E | LE BOURG                                              | 33035    | -
 RAN | 33035 |  583262 | 330352222M | MOULIN DES CHAMPS                                     | 33035    | -
 RAN | 33035 |  583265 | 330352222P | LIEU DIT PETIT COUDART                                | 33035    | -
 RAN | 33035 |  583267 | 330352222R | LIEU DIT PLISSAC                                      | 33035    | -
 RAN | 33035 |  583272 | 330352222X | LOTISSEMENT ROUSSET                                   | 33035    | -
 RAN | 33035 | 3354099 | 330352222Y | LE BOURG NORD                                         | 33035    | -
 RAN | 33035 | 3354286 | 330352222Z | LE BOURG SUD                                          | 33035    | -
 RAN | 33035 | 4184496 | 33035222NP | LIEU DIT CARPENAT                                     | 33035    | -
 RAN | 33035 | 4184501 | 33035222NS | LIEU DIT TALBOT                                       | 33035    | -
 RAN | 33035 | 4331658 | 33035222PM | LIEU DIT NINOT                                        | 33035    | -
 RAN | 33035 | 4331659 | 33035222PN | LIEU DIT TANESSE                                      | 33035    | -
 RAN | 33035 | 4466671 | 33035222RX | CHEMIN DES ROQUES                                     | 33035    | -
 RAN | 33035 | 4466672 | 33035222RY | CHEMIN DU PONCET                                      | 33035    | -
 RAN | 33035 | 4466673 | 33035222RZ | CHEMIN DES COQUINES                                   | 33035    | -
 RAN | 33035 | 4466674 | 33035222S2 | CHEMIN DES VIGNES                                     | 33035    | -
 RAN | 33035 | 4466675 | 33035222S3 | CHEMIN DE COTS                                        | 33035    | -
 RAN | 33035 | 4466677 | 33035222S4 | CHEMIN DE MALBEC                                      | 33035    | -
 RAN | 33035 | 4466678 | 33035222S6 | CHEMIN DE BELLEVUE                                    | 33035    | -
 RAN | 33035 | 4466679 | 33035222S7 | IMPASSE DU PORT                                       | 33035    | -
 RAN | 33035 | 4466680 | 33035222S9 | CHEMIN DU LUC                                         | 33035    | -
 RAN | 33035 | 4466681 | 33035222SA | PLACE DU PORT                                         | 33035    | -
 RAN | 33035 | 4466682 | 33035222SB | CHEMIN DE MERLOT                                      | 33035    | -
 RAN | 33035 | 4466683 | 33035222SC | CHEMIN DE TANESSE                                     | 33035    | -
 RAN | 33035 | 4466684 | 33035222SE | CHEMIN DE L EGLISE                                    | 33035    | -
 RAN | 33035 | 4466685 | 33035222SG | CHEMIN DU LAVOIR                                      | 33035    | -
 RAN | 33035 | 4466686 | 33035222SH | IMPASSE DU BREUIL                                     | 33035    | -
 RAN | 33035 | 4466687 | 33035222SI | CHEMIN DU BOURDIEU                                    | 33035    | -
 RAN | 33035 | 4466688 | 33035222SL | CHEMIN DE ROUSSET                                     | 33035    | -
 RAN | 33035 | 4466689 | 33035222SM | CHEMIN DE PASSEDIEU                                   | 33035    | -
 RAN | 33035 | 4466694 | 33035222SN | ROUTE DE COUDART                                      | 33035    | -
 RAN | 33035 | 4466695 | 33035222SP | CHEMIN MOULIN DECHAMPS                                | 33035    | -
 RAN | 33035 | 4466696 | 33035222SR | CHEMIN HONZIOU                                        | 33035    | -
 RAN | 33035 | 4466697 | 33035222SS | CHEMIN DU TINTURIN                                    | 33035    | -
 RAN | 33035 | 4466698 | 33035222ST | CHEMIN DES LEMBERTS                                   | 33035    | -
 RAN | 33035 | 4466699 | 33035222SU | CHEMIN DES ANDRONS                                    | 33035    | -
 RAN | 33035 | 4466700 | 33035222SV | CHEMIN DE TALBOT                                      | 33035    | -
 RAN | 33035 | 4466701 | 33035222SX | CHEMIN DE PLISSEAU                                    | 33035    | -
 RAN | 33035 | 4466702 | 33035222SY | CHEMIN DE NODOT                                       | 33035    | -
 RAN | 33035 | 4466703 | 33035222SZ | CHEMIN DE GOURROU                                     | 33035    | -
 RAN | 33035 | 4466827 | 33035222T2 | ROUTE DES COTES DE BOURG                              | 33035    | -
 RAN | 33035 | 4466828 | 33035222T3 | ROUTE DE L ESTUAIRE                                   | 33035    | -
 RAN | 33035 | 4466829 | 33035222T4 | ROUTE DES COTEAUX                                     | 33035    | -
 RAN | 33035 | 4466830 | 33035222T6 | ROUTE DE LA MAIRIE                                    | 33035    | -
 RAN | 33035 | 4466831 | 33035222T7 | ROUTE DU FLEUVE                                       | 33035    | -
 RAN | 33035 | 4466832 | 33035222T9 | ROUTE DE LA REUILLE                                   | 33035    | -
 RAN | 33035 | 4466835 | 33035222TA | ROUTE DES ESPALLIERS                                  | 33035    | -
 RAN | 33035 | 4469991 | 33035222TB | ROUTE DE LA CORNICHE                                  | 33035    | -
 RAN | 33036 |  583281 | 330362222E | LIEU DIT AUX TANNERIES                                | 33036    | -
 RAN | 33036 |  583293 | 330362222V | CHALET D ARBIEU                                       | 33036    | -
 RAN | 33036 |  583295 | 330362222Y | CHEMIN DE FERRAND                                     | 33036    | -
 RAN | 33036 |  583325 | 3303622246 | L ARGENTEYRE                                          | 33036    | -
 RAN | 33036 |  583326 | 3303622247 | L ESCALE                                              | 33036    | -
 RAN | 33036 |  583336 | 330362224L | LA GRANGE EST                                         | 33036    | -
 RAN | 33036 |  583343 | 330362224U | LA SABLIERE                                           | 33036    | -
 RAN | 33036 |  583346 | 330362224Y | LA TARGUE                                             | 33036    | -
 RAN | 33036 |  583347 | 330362224Z | LA VIGNE                                              | 33036    | -
 RAN | 33036 |  583349 | 3303622263 | LANDE DES CAPUCINS                                    | 33036    | -
 RAN | 33036 |  583353 | 3303622269 | LIEU DIT CAPITAINE EST                                | 33036    | -
 RAN | 33036 |  583361 | 330362226L | LE MORT                                               | 33036    | -
 RAN | 33036 |  583363 | 330362226N | LE PIGEONNIER                                         | 33036    | -
 RAN | 33036 |  583369 | 330362226V | LIEU DIT ARROUILS DE BAS                              | 33036    | -
 RAN | 33036 |  583374 | 3303622273 | LES NIERES                                            | 33036    | -
 RAN | 33036 |  583381 | 330362227C | LIEU DIT BEAURENOM                                    | 33036    | -
 RAN | 33036 |  583389 | 330362227P | LIEU DIT BONNEFOND                                    | 33036    | -
 RAN | 33036 |  583391 | 330362227S | LIEU DIT BOUDEY                                       | 33036    | -
 RAN | 33036 |  583396 | 330362227Y | LIEU DIT BOURRIOT                                     | 33036    | -
 RAN | 33036 |  583418 | 330362229U | LIEU DIT CIRAN                                        | 33036    | -
 RAN | 33036 |  583421 | 330362229Y | LIEU DIT COUSSON                                      | 33036    | -
 RAN | 33036 |  583422 | 330362229Z | LIEU DIT DABIS                                        | 33036    | -
 RAN | 33036 |  583424 | 33036222A3 | LIEU DIT ESPAGNET                                     | 33036    | -
 RAN | 33036 |  583464 | 33036222BN | LIEU DIT MANAU                                        | 33036    | -
 RAN | 33036 |  583471 | 33036222BX | LIEU DIT MAURAN                                       | 33036    | -
 RAN | 33036 |  583477 | 33036222C6 | LIEU DIT MITON                                        | 33036    | -
 RAN | 33036 |  583487 | 33036222CL | LIEU DIT PASQUILLON                                   | 33036    | -
 RAN | 33036 |  583489 | 33036222CN | LIEU DIT PELLIOT                                      | 33036    | -
 RAN | 33036 |  583497 | 33036222CY | LIEU DIT PICHEMAC NORD                                | 33036    | -
 RAN | 33036 |  583507 | 33036222EB | LIEU DIT PRIOT                                        | 33036    | -
 RAN | 33036 |  583516 | 33036222EP | LIEU DIT SABLA SUD                                    | 33036    | -
 RAN | 33036 |  583521 | 33036222EU | LIEU DIT TRESAYGUES DE BAS                            | 33036    | -
 RAN | 33036 |  583530 | 33036222G7 | PETIT LA RONDE                                        | 33036    | -
 RAN | 33036 |  583533 | 33036222GB | PETIT ROC                                             | 33036    | -
 RAN | 33036 |  583588 | 33036222IH | RUE LAGARDERE                                         | 33036    | -
 RAN | 33036 |  583597 | 33036222IU | RUE PARTARIEU                                         | 33036    | -
 RAN | 33036 |  583616 | 33036222LM | LIEU DIT GNAC                                         | 33036    | -
 RAN | 33036 |  583618 | 33036222LP | PETIT GORRY                                           | 33036    | -
 RAN | 33036 |  583621 | 33036222LT | IMPASSE COURREGELONGUE                                | 33036    | -
 RAN | 33036 | 3321533 | 33036222MB | CHARLON OUEST                                         | 33036    | -
 RAN | 33036 | 3446276 | 33036222N3 | ARMANDIEU                                             | 33036    | -
 RAN | 33036 | 3446486 | 33036222N7 | LIEU DIT LA SABLETTE                                  | 33036    | -
 RAN | 33036 | 4059643 | 33036226VX | ALLEES JULES AUSONE                                   | 33036    | -
 RAN | 33036 | 4059815 | 33036226X6 | RUE DROUILHET                                         | 33036    | -
 RAN | 33036 | 4059825 | 33036226X7 | PORTE DU GISQUET                                      | 33036    | -
 RAN | 33036 | 4059838 | 33036226XB | RAMPE MAURICE LAPIERRE                                | 33036    | -
 RAN | 33036 | 4059859 | 33036226XG | RUE NOTRE DAME DU MERCADILH                           | 33036    | -
 RAN | 33036 | 4059861 | 33036226XH | RUE POLHE                                             | 33036    | -
 RAN | 33036 | 4059867 | 33036226XI | RUE ROLIN                                             | 33036    | -
 RAN | 33036 | 4095850 | 33036227BY | CHALET AUSONE                                         | 33036    | -
 RAN | 33036 | 4142959 | 33036227HE | CHEMIN DES ALICIAS                                    | 33036    | -
 RAN | 33036 | 4191256 | 33036227PU | RUE DU PETIT LAVOIR                                   | 33036    | -
 RAN | 33036 | 4191257 | 33036227PV | CHEMIN DE LA RIOU                                     | 33036    | -
 RAN | 33036 | 4225952 | 33036227T6 | IMPASSE DES PRINCES                                   | 33036    | -
 RAN | 33036 | 4250207 | 33036227U7 | IMPASSE THERESE DESQUEYROUX                           | 33036    | -
 RAN | 33036 | 4250208 | 33036227U9 | IMPASSE MARGUERITE DAUSENHEIM                         | 33036    | -
 RAN | 33036 | 4268629 | 33036227XU | CORDELIERS                                            | 33036    | -
 RAN | 33036 | 4271460 | 33036227YM | JARDIASSE                                             | 33036    | -
 RAN | 33036 | 4299968 | 3303622969 | LIEU DIT SAINT SEVER                                  | 33036    | -
 RAN | 33036 | 4299974 | 330362296C | SOURBEY OUEST                                         | 33036    | -
 RAN | 33036 | 4299984 | 330362296G | PETIT MADAME NORD                                     | 33036    | -
 RAN | 33036 | 4339666 | 3303622976 | HAMEAU DES LYS                                        | 33036    | -
 RAN | 33036 | 4381185 | 330362297U | CHEMIN DES PALOUMAYRES                                | 33036    | -
 RAN | 33036 | 4383975 | 3303622996 | LE GRAND PRE                                          | 33036    | -
 RAN | 33036 | 4392970 | 33036229A6 | IMPASSE CANETTE                                       | 33036    | -
 RAN | 33036 | 4436946 | 33036229BZ | CHEMIN DES ARROUILS                                   | 33036    | -
 RAN | 33036 | 4485562 | 33036229E6 | CHEMIN DE MANAU                                       | 33036    | -
 RAN | 33036 | 4499567 | 33036229E9 | CHEMIN DE PUGNERIN                                    | 33036    | -
 RAN | 33036 | 4542105 | 33036229GI | LIEU DIT CAPITAINE OUEST                              | 33036    | -
 RAN | 33036 | 4542108 | 33036229GT | LIEU DIT CAPITAINE OUEST                              | 33036    | -
 RAN | 33036 | 4542174 | 33036229GV | LIEU DIT CAPITAINE OUEST                              | 33036    | -
 RAN | 33036 | 4542182 | 33036229H4 | LIEU DIT LE PETIT CASSE                               | 33036    | -
 RAN | 33036 | 4542183 | 33036229H6 | LIEU DIT PASQUILLON OUEST                             | 33036    | -
 RAN | 33036 | 4542185 | 33036229H9 | LIEU DIT BOUDEY NORD                                  | 33036    | -
 RAN | 33036 | 4542254 | 33036229HI | ZONE INDUSTRIELLE GYSTEVE                             | 33036    | -
 RAN | 33036 | 4542257 | 33036229HT | LIEU DIT JARDIASSE EST                                | 33036    | -
 RAN | 33036 | 4544113 | 33036229IA | ROUTE DE SAUVIAC                                      | 33036    | -
 RAN | 33037 |  583682 | 330372224G | ZONE INDUSTRIELLE                                     | 33037    | -
 RAN | 33037 | 4203241 | 33037223TH | IMPASSE DES PRES DE FIGUEY                            | 33037    | -
 RAN | 33037 | 4217503 | 33037223U7 | CHEMIN LAMOTHE BARBOT                                 | 33037    | -
 RAN | 33037 | 4501135 | 33037223ZB | ALLEE PICHELEBE                                       | 33037    | -
 RAN | 33038 | 2737816 | 330382222S | RUE DE LA TOUR DE BY                                  | 33038    | -
 RAN | 33038 | 4175032 | 33038222YR | ROUTE DES AGREYRES                                    | 33038    | -
 RAN | 33038 | 4218349 | 3303822346 | CHATEAU TOUR DE BY                                    | 33038    | -
 RAN | 33038 | 4340760 | 330382234G | LOTISSEMENT LE CANISSAC                               | 33038    | -
 RAN | 33039 |  583696 | 330392222I | COURS PASTEUR                                         | 33039    | -
 RAN | 33039 |  583779 | 330392226S | RUE NEIL ARMSTRONG                                    | 33039    | -
 RAN | 33039 |  583803 | 330392227N | AVENUE LENINE                                         | 33039    | -
 RAN | 33039 |  583821 | 330392229B | IMPASSE JOLIOT CURIE                                  | 33039    | -
 RAN | 33039 |  583834 | 330392229S | IMPASSE MONDET                                        | 33039    | -
 RAN | 33039 |  583847 | 33039222A9 | RESIDENCE LES TERRE NEUVAS                            | 33039    | -
 RAN | 33039 |  583916 | 33039222CZ | RUE KARL MARX                                         | 33039    | -
 RAN | 33039 |  583943 | 33039222G2 | RUE PIERRE ET MARIE CURIE                             | 33039    | -
 RAN | 33039 |  583945 | 33039222G4 | RUE PORTES DE BEGLES                                  | 33039    | -
 RAN | 33039 |  583948 | 33039222G6 | RUE DILLY PROLONGEE                                   | 33039    | -
 RAN | 33039 |  583949 | 33039222G7 | RUE JOSEPH KOSMA PROLONGEE                            | 33039    | -
 RAN | 33039 |  583963 | 33039222GR | RUE RENE DUHOURQUET                                   | 33039    | -
 RAN | 33039 |  583966 | 33039222GU | RESIDENCE MAYE DU BERNET                              | 33039    | -
 RAN | 33039 | 1910892 | 33039222H3 | RESIDENCE MUSSONVILLE                                 | 33039    | -
 RAN | 33039 | 1966976 | 3303922LEN | CENTRE COMMERCIAL RIVES D ARCINS                      | 33039    | -
 RAN | 33039 | 1967716 | 33039222HN | CITE DU DORAT 1                                       | 33039    | -
 RAN | 33039 | 1967717 | 33039222HP | CITE DU DORAT 2                                       | 33039    | -
 RAN | 33039 | 1967718 | 33039222HR | CITE DU DORAT 3                                       | 33039    | -
 RAN | 33039 | 1967719 | 33039222HS | CITE DU DORAT 4                                       | 33039    | -
 RAN | 33039 | 1970862 | 33039222HY | CITE GASTON MONMOUSSEAU                               | 33039    | -
 RAN | 33039 | 1970863 | 33039222HZ | RESIDENCE GEORGES BRASSENS                            | 33039    | -
 RAN | 33039 | 1970933 | 33039222I4 | RESIDENCE YVES MONTAND                                | 33039    | -
 RAN | 33039 | 2215987 | 33039222IS | ALLEE CLAUDE DEBUSSY                                  | 33039    | -
 RAN | 33039 | 2215988 | 33039222IT | ALLEE SAINT EXUPERY                                   | 33039    | -
 RAN | 33039 | 2215991 | 33039222IX | PLACE GALILEE                                         | 33039    | -
 RAN | 33039 | 2215995 | 33039222IZ | PLACE LAFFARGUE                                       | 33039    | -
 RAN | 33039 | 2215996 | 33039222L2 | RUE LASSALETTE                                        | 33039    | -
 RAN | 33039 | 2215997 | 33039222L3 | PLACE LENINE                                          | 33039    | -
 RAN | 33039 | 2216002 | 33039222L9 | PLACE JEAN MOULIN                                     | 33039    | -
 RAN | 33039 | 2216005 | 33039222LC | ALLEE DES TERRES NEUVES                               | 33039    | -
 RAN | 33039 | 2216006 | 33039222LE | RUE DES SAULES                                        | 33039    | -
 RAN | 33039 | 2216008 | 33039222LG | ALLEE DES TILLEULS                                    | 33039    | -
 RAN | 33039 | 2216009 | 33039222LH | RUE DU THEATRE DE VERDURE                             | 33039    | -
 RAN | 33039 | 2221294 | 33039222LL | PLACE DULCIE SEPTEMBER                                | 33039    | -
 RAN | 33039 | 2223199 | 33039222LN | ALLEE CENTUJEAN                                       | 33039    | -
 RAN | 33039 | 2223222 | 33039222LS | PLACE DES ANCIENS COMBATTANTS D AFRIQUE DU NORD       | 33039    | -
 RAN | 33039 | 2223223 | 33039222LT | RUE DE PATY                                           | 33039    | -
 RAN | 33039 | 2223229 | 33039222LV | PLACE DES MARTYRS DE LA RESISTANCE                    | 33039    | -
 RAN | 33039 | 2223232 | 33039222LX | SQUARE DE SUHL                                        | 33039    | -
 RAN | 33039 | 2352357 | 33039222LY | CITE DE LA MAIRIE                                     | 33039    | -
 RAN | 33039 | 2357168 | 33039222M4 | RESIDENCE LES GOELANDS                                | 33039    | -
 RAN | 33039 | 2357173 | 33039222M6 | RESIDENCE LES MOULINS D ARS                           | 33039    | -
 RAN | 33039 | 2401770 | 33039222M7 | ALLEE JACQUES ELLUL                                   | 33039    | -
 RAN | 33039 | 2604093 | 33039222MB | IMPASSE DELPHIN LOCHE                                 | 33039    | -
 RAN | 33039 | 3000799 | 33039222ME | RUE DES DROITS DE L ENFANT                            | 33039    | -
 RAN | 33039 | 3115465 | 33039222MH | RUE DES SALEURS                                       | 33039    | -
 RAN | 33039 | 3427908 | 33039222MT | PLACE DE LA GARE                                      | 33039    | -
 RAN | 33039 | 4114034 | 3303922LXT | RUE ROSA BONHEUR                                      | 33039    | -
 RAN | 33039 | 4141567 | 3303922LZ3 | SQUARE COLUCHE                                        | 33039    | -
 RAN | 33039 | 4141568 | 3303922LZ4 | ALLEE PHILIPPE DELESTRE                               | 33039    | -
 RAN | 33039 | 4141569 | 3303922LZ6 | ROND POINT LOUIS DELGRES                              | 33039    | -
 RAN | 33039 | 4141570 | 3303922LZ7 | ROND POINT FERNANDO PEREIRA                           | 33039    | -
 RAN | 33039 | 4142950 | 3303922LZ9 | PLACE DES TERRES NEUVES                               | 33039    | -
 RAN | 33039 | 4142951 | 3303922LZA | AVENUE ROBERT SCHUMAN                                 | 33039    | -
 RAN | 33039 | 4142952 | 3303922LZB | RUE DE LA BELLE ROSE                                  | 33039    | -
 RAN | 33039 | 4142953 | 3303922LZC | ALLEE JEAN DUBUFFET                                   | 33039    | -
 RAN | 33039 | 4142954 | 3303922LZE | RUE DJANGO REINHARDT                                  | 33039    | -
 RAN | 33039 | 4142955 | 3303922LZG | SQUARE YVES FARGES                                    | 33039    | -
 RAN | 33039 | 4142956 | 3303922LZH | ALLEE FRANCOISE GIROUD                                | 33039    | -
 RAN | 33039 | 4157721 | 3303922M23 | RUE RENE DUMONT                                       | 33039    | -
 RAN | 33039 | 4250675 | 3303922MIA | RUE JULIEN GRACQ                                      | 33039    | -
 RAN | 33039 | 4287801 | 3303922N2V | ALLEE DES CARRELETS                                   | 33039    | -
 RAN | 33039 | 4287802 | 3303922N2X | ALLEE MAURICE RAVEL                                   | 33039    | -
